fact_id,total_sales,quantity_sold,discount_given,sales_target_achieved,profit_margin,branch_id,customer_id,sales_person_id,product_id,time_id
270,610,73,46,FALSE,312,19,485,50,129,26
277,297,56,38,TRUE,166,36,365,53,59,233
278,580,52,47,TRUE,386,3,363,49,127,257
279,654,45,13,FALSE,386,29,44,11,36,216
280,337,55,21,FALSE,369,14,195,51,125,258
283,355,67,28,TRUE,74,45,63,32,110,235
289,906,68,6,TRUE,268,21,436,94,44,228
290,754,48,45,FALSE,235,14,60,39,110,195
291,408,68,39,TRUE,113,17,219,60,14,182
292,729,66,34,FALSE,200,21,135,14,136,181
297,637,74,33,FALSE,44,13,116,30,99,243
298,496,49,36,TRUE,248,26,379,10,79,331
299,430,45,33,TRUE,131,20,23,95,12,198
300,715,43,9,FALSE,246,19,267,85,145,357
301,265,79,20,FALSE,295,40,68,29,19,156
307,922,42,41,FALSE,334,12,136,18,22,280
308,202,63,5,TRUE,405,34,205,57,99,305
309,170,75,30,TRUE,64,17,244,65,5,213
315,100,43,44,TRUE,154,48,158,24,29,335
316,255,61,32,TRUE,70,28,177,21,150,309
317,923,61,47,TRUE,429,13,87,62,90,44
319,174,46,40,FALSE,61,50,391,5,182,49
321,495,54,35,TRUE,133,42,198,65,139,76
322,466,42,36,TRUE,399,13,488,87,96,202
328,505,48,33,TRUE,427,1,402,37,152,116
329,348,46,46,FALSE,327,4,493,43,81,5
332,145,64,40,FALSE,37,4,237,45,173,187
334,201,68,26,TRUE,121,42,487,77,198,242
335,783,76,14,TRUE,259,26,4,12,103,339
336,142,42,46,TRUE,404,27,146,26,68,280
339,889,49,28,TRUE,141,19,76,66,197,2
341,707,68,10,FALSE,485,17,189,34,90,235
344,787,63,40,FALSE,291,21,86,65,125,174
346,284,41,20,TRUE,213,24,67,42,167,300
350,853,57,33,TRUE,73,49,343,28,119,3
352,718,45,45,FALSE,45,29,193,55,53,88
353,437,78,11,TRUE,228,33,124,6,100,241
354,398,53,32,FALSE,165,20,490,20,32,111
367,568,61,8,TRUE,186,41,490,74,74,85
370,224,49,12,FALSE,485,45,324,38,119,184
371,104,47,18,TRUE,451,43,442,39,115,281
373,925,79,14,FALSE,73,6,317,82,63,306
374,338,66,31,FALSE,304,35,148,53,182,283
385,985,70,46,FALSE,197,37,70,49,35,97
386,610,49,47,TRUE,398,2,184,13,164,365
387,149,55,41,FALSE,468,40,147,39,92,61
390,315,66,11,FALSE,242,46,101,92,66,4
391,909,61,37,FALSE,455,37,1,53,55,110
393,498,46,29,FALSE,210,9,245,62,181,184
394,558,51,10,TRUE,430,43,348,72,107,149
399,105,53,0,FALSE,288,39,88,21,18,123
405,148,44,44,TRUE,313,7,125,31,109,105
406,832,58,41,TRUE,120,49,457,26,98,248
411,216,79,46,FALSE,358,28,349,96,99,319
414,462,72,32,FALSE,121,48,11,92,82,42
415,681,65,31,TRUE,324,27,368,21,108,279
418,560,54,23,TRUE,93,1,325,22,35,5
420,470,58,10,TRUE,131,23,394,36,65,254
422,530,46,29,TRUE,410,29,319,2,180,33
423,939,55,26,FALSE,386,24,410,11,27,180
426,536,45,23,TRUE,389,48,161,22,164,263
427,544,78,28,FALSE,399,49,444,61,8,126
429,439,71,28,FALSE,462,31,354,33,49,14
431,379,43,9,FALSE,246,23,69,45,90,267
432,627,64,13,TRUE,152,31,332,16,148,322
433,445,59,18,TRUE,310,11,142,28,59,342
438,848,46,1,FALSE,412,31,206,16,7,162
439,411,60,22,FALSE,152,25,110,39,73,322
442,144,50,46,TRUE,288,33,348,98,13,18
445,849,75,20,FALSE,355,45,456,69,128,79
447,691,52,42,FALSE,465,43,461,97,122,303
452,848,49,42,TRUE,95,41,327,57,76,133
454,170,48,10,FALSE,151,50,247,80,30,74
456,709,50,45,FALSE,435,20,394,83,148,290
460,423,52,29,TRUE,327,7,254,72,66,191
461,885,76,46,FALSE,158,43,110,64,182,175
464,611,50,39,TRUE,42,24,71,36,181,344
470,385,60,8,TRUE,132,13,75,13,71,293
472,813,68,32,TRUE,474,43,253,2,163,124
475,293,48,43,TRUE,57,7,45,3,158,183
477,714,74,24,FALSE,475,33,307,36,127,4
483,680,53,34,TRUE,249,13,446,88,48,62
485,861,71,43,TRUE,307,31,260,33,113,233
486,170,79,11,FALSE,22,28,414,49,91,271
488,227,71,31,FALSE,272,11,184,46,124,10
490,838,68,5,FALSE,195,39,30,41,56,237
492,662,47,34,FALSE,39,50,416,36,76,14
493,112,62,41,FALSE,499,39,469,92,177,50
501,981,58,26,FALSE,413,48,194,19,148,361
505,200,72,40,TRUE,258,37,14,18,18,331
506,487,55,45,TRUE,358,2,145,10,182,27
507,826,64,29,TRUE,491,6,472,68,159,98
508,907,45,45,TRUE,320,5,90,95,195,243
512,644,69,44,FALSE,443,4,6,79,169,325
514,255,57,14,TRUE,236,17,233,35,32,60
515,255,48,38,TRUE,380,32,259,10,37,299
519,870,61,14,TRUE,478,49,473,17,151,112
522,512,63,14,FALSE,124,10,270,6,68,99
523,120,45,43,TRUE,98,28,2,48,149,324
524,117,54,41,TRUE,45,12,175,96,34,307
525,496,78,18,FALSE,288,46,288,64,183,18
526,253,72,48,TRUE,107,1,70,71,185,82
530,197,63,19,FALSE,108,27,217,46,63,243
531,785,65,11,TRUE,97,29,350,99,89,224
532,232,68,47,FALSE,393,2,80,57,138,169
542,924,69,41,FALSE,161,2,497,58,53,5
544,611,54,35,TRUE,306,12,85,3,18,131
546,260,58,35,TRUE,256,6,70,34,49,220
547,382,79,32,FALSE,391,8,442,29,189,270
549,823,60,22,TRUE,230,5,458,61,182,323
550,825,64,2,FALSE,62,33,378,74,69,32
552,926,76,1,FALSE,229,41,313,56,102,260
557,962,73,42,TRUE,170,38,262,97,162,267
558,905,52,4,TRUE,132,29,412,71,54,152
559,982,79,28,TRUE,42,2,12,86,30,174
566,684,63,38,FALSE,175,50,429,36,3,181
577,848,71,8,TRUE,310,28,157,57,129,69
578,674,63,8,TRUE,461,12,3,18,144,86
580,364,73,0,FALSE,241,1,457,59,199,331
583,788,58,47,TRUE,58,41,36,57,105,78
585,476,67,36,FALSE,399,22,395,35,95,308
586,301,42,10,FALSE,133,44,461,18,138,180
587,246,71,45,TRUE,48,19,14,20,128,137
589,751,76,21,FALSE,322,25,311,82,191,249
590,839,49,34,FALSE,58,41,401,42,3,130
591,178,75,48,FALSE,282,2,199,98,20,267
592,621,68,12,FALSE,322,19,107,76,26,40
595,501,45,21,FALSE,349,36,322,16,139,129
596,847,79,29,TRUE,479,9,266,49,80,94
598,393,64,13,FALSE,466,6,229,11,169,261
600,715,71,30,FALSE,77,39,159,61,135,112
604,787,56,42,FALSE,34,14,347,66,67,191
605,388,75,30,TRUE,420,50,495,28,79,362
606,235,60,18,TRUE,266,33,61,67,75,104
609,105,77,4,FALSE,357,38,293,43,194,245
610,311,50,46,FALSE,61,47,378,78,144,104
613,261,42,28,FALSE,104,47,11,14,142,112
615,795,56,35,TRUE,382,23,440,77,30,216
616,425,72,33,TRUE,484,16,273,89,146,317
619,329,78,1,FALSE,294,17,449,66,44,158
620,797,49,49,FALSE,270,48,153,93,20,54
622,971,67,11,TRUE,394,13,23,26,140,214
624,136,59,47,TRUE,435,49,189,60,151,45
626,113,64,26,TRUE,265,41,70,47,190,78
628,952,69,40,TRUE,147,1,420,63,166,131
632,660,53,11,FALSE,415,3,243,35,84,340
633,213,47,16,FALSE,141,9,322,91,195,168
635,521,43,12,FALSE,356,50,405,59,88,197
636,645,74,12,FALSE,479,2,304,39,86,148
637,869,51,2,TRUE,342,10,354,10,98,15
638,650,71,32,FALSE,200,31,184,64,190,77
640,134,54,22,TRUE,230,27,95,79,84,242
641,485,61,38,FALSE,124,29,104,39,159,329
642,800,60,38,FALSE,410,35,192,79,50,11
644,779,50,26,TRUE,141,25,400,14,40,94
648,307,64,16,FALSE,427,35,17,22,103,308
651,478,55,13,FALSE,91,46,350,20,114,313
653,525,45,7,FALSE,225,5,80,43,18,93
654,117,50,16,TRUE,270,24,176,46,172,350
657,928,59,2,FALSE,61,33,52,15,164,91
660,296,60,45,TRUE,327,30,464,52,21,178
663,496,53,33,FALSE,262,16,486,3,10,69
664,420,72,2,TRUE,426,27,186,80,10,93
667,578,50,9,TRUE,155,48,465,89,114,220
670,485,66,12,FALSE,220,28,153,7,47,361
671,679,52,21,FALSE,140,33,302,95,134,162
677,319,73,14,FALSE,226,17,245,73,2,361
679,878,69,0,FALSE,305,11,130,99,25,223
680,533,62,47,TRUE,28,30,262,58,191,180
684,251,47,42,TRUE,456,20,475,29,60,296
686,772,65,16,TRUE,190,26,119,36,80,260
690,567,61,43,TRUE,254,34,140,57,138,265
692,816,55,6,TRUE,215,11,138,20,191,11
694,595,64,33,TRUE,48,21,343,39,46,205
695,245,73,29,TRUE,195,14,404,53,74,45
702,535,53,35,TRUE,442,33,498,83,195,298
703,727,63,29,FALSE,366,7,265,75,82,252
704,505,77,32,TRUE,304,24,160,72,108,253
715,389,63,10,FALSE,404,29,415,23,42,336
716,240,66,1,TRUE,236,23,127,55,193,345
717,507,74,27,FALSE,237,43,488,2,197,76
718,775,67,33,FALSE,242,7,424,54,102,303
722,895,62,30,TRUE,496,6,438,58,51,42
723,514,53,48,TRUE,131,50,333,33,60,200
725,831,69,26,TRUE,33,37,395,76,48,271
727,183,74,40,TRUE,130,32,142,38,114,298
729,849,47,16,TRUE,221,46,96,62,1,17
730,831,77,2,FALSE,184,25,192,44,185,41
734,663,58,13,FALSE,145,2,279,24,134,142
735,859,43,39,TRUE,239,42,207,29,32,189
738,754,64,38,FALSE,420,42,218,74,148,144
739,758,48,37,TRUE,297,38,490,28,56,67
744,494,58,20,TRUE,195,9,259,49,86,276
745,867,59,35,FALSE,113,4,140,74,193,247
746,788,53,8,TRUE,175,32,102,97,200,356
747,234,66,17,FALSE,165,37,467,94,59,98
749,340,48,38,FALSE,176,7,299,95,165,324
752,173,71,4,FALSE,191,16,142,48,119,323
753,596,47,44,FALSE,60,48,327,60,81,155
756,135,45,8,TRUE,76,40,307,32,34,162
757,410,75,46,FALSE,148,21,470,76,99,6
759,257,57,47,FALSE,161,45,273,43,60,238
760,617,42,47,FALSE,424,27,190,85,73,220
761,760,54,22,FALSE,180,46,105,97,123,339
762,523,57,49,FALSE,127,5,496,52,61,234
763,525,42,47,FALSE,24,34,57,26,32,129
765,236,61,26,FALSE,466,25,181,3,149,311
766,737,41,40,TRUE,394,16,59,53,87,149
767,908,61,12,TRUE,444,30,365,79,76,87
768,460,58,43,FALSE,86,1,71,36,112,281
770,843,43,3,FALSE,49,37,193,79,16,134
771,203,44,26,FALSE,371,26,305,10,44,211
772,441,64,44,TRUE,387,12,36,89,95,296
774,445,51,41,TRUE,404,48,56,38,15,168
776,484,51,1,TRUE,82,10,456,95,92,308
777,876,70,13,TRUE,179,29,435,16,168,256
778,571,47,17,TRUE,279,45,208,73,199,79
780,772,74,28,TRUE,454,42,90,22,144,200
781,754,68,24,FALSE,75,20,58,9,82,267
782,528,76,42,TRUE,25,18,29,36,25,173
783,164,71,12,TRUE,57,1,80,66,165,121
787,520,64,38,FALSE,326,44,187,76,110,196
788,480,49,11,TRUE,56,6,346,32,52,282
791,723,47,30,TRUE,165,3,363,70,125,229
793,698,64,44,TRUE,92,29,211,6,117,89
796,224,72,33,TRUE,285,40,250,27,119,364
801,333,51,31,FALSE,302,40,123,5,87,163
802,288,63,16,FALSE,385,24,205,96,188,218
805,276,72,22,TRUE,392,38,339,39,51,310
806,619,66,49,TRUE,225,39,44,51,44,100
809,659,64,46,FALSE,443,10,45,22,149,254
812,287,65,26,TRUE,35,30,9,31,156,84
821,803,44,31,FALSE,357,46,323,99,108,231
823,773,72,18,FALSE,32,50,315,96,182,36
825,649,75,36,FALSE,370,21,238,22,140,175
827,646,71,27,FALSE,411,46,67,38,52,151
829,907,51,1,FALSE,152,30,310,98,150,27
831,534,77,5,TRUE,26,38,490,63,69,361
833,333,48,28,TRUE,325,29,284,53,113,32
837,145,71,20,TRUE,390,20,180,13,109,355
838,497,63,49,TRUE,431,7,285,9,143,359
839,808,65,33,TRUE,191,40,105,71,128,247
841,277,47,24,TRUE,116,37,339,17,6,7
857,303,43,0,FALSE,490,37,293,4,60,118
859,835,67,34,TRUE,253,4,103,49,44,226
860,670,48,18,TRUE,246,32,410,55,149,244
869,850,76,3,TRUE,302,14,319,58,86,164
871,640,53,41,TRUE,398,25,440,44,70,155
872,464,69,34,FALSE,75,7,379,22,24,180
875,525,56,20,TRUE,152,9,101,10,84,27
878,908,62,43,FALSE,146,9,221,86,53,285
881,454,79,44,TRUE,373,47,390,27,71,3
882,443,61,6,FALSE,117,34,261,22,56,209
884,970,65,2,FALSE,241,27,229,14,52,170
886,756,72,19,FALSE,258,9,332,32,91,14
890,674,70,0,TRUE,354,21,414,85,157,312
891,748,47,39,TRUE,205,37,24,42,138,253
893,697,77,20,TRUE,220,25,117,54,154,100
895,632,56,23,TRUE,417,35,240,89,78,365
896,460,72,5,FALSE,135,45,289,75,122,217
897,351,58,12,FALSE,490,24,112,64,41,48
904,340,48,26,FALSE,461,14,380,45,157,235
908,684,54,8,TRUE,144,32,81,67,188,68
910,692,44,46,TRUE,150,49,347,25,50,325
911,173,42,1,TRUE,108,40,255,91,59,307
912,923,46,38,TRUE,199,43,170,46,6,171
913,194,54,36,TRUE,246,34,392,72,57,38
915,705,79,5,TRUE,171,9,276,52,142,76
916,521,45,29,TRUE,409,17,91,46,128,362
917,315,64,7,TRUE,431,43,283,80,58,116
919,474,68,31,FALSE,453,30,73,79,172,236
920,732,68,46,TRUE,359,26,151,31,64,343
923,832,64,20,FALSE,50,47,428,72,63,79
924,818,64,38,FALSE,333,11,477,48,198,303
925,359,79,25,FALSE,140,39,353,44,118,221
926,809,51,44,FALSE,117,1,108,81,101,203
928,134,61,48,FALSE,430,4,68,23,62,167
936,501,72,14,TRUE,41,37,216,80,5,180
938,115,53,27,TRUE,281,37,371,27,38,263
942,891,50,17,TRUE,391,42,216,19,146,107
947,713,59,39,FALSE,139,40,207,54,178,264
949,544,56,4,TRUE,369,5,29,86,87,191
952,259,63,12,TRUE,286,26,32,64,200,186
954,269,71,40,TRUE,344,24,132,86,199,321
955,128,68,18,FALSE,470,17,11,95,91,171
957,128,46,36,FALSE,451,22,91,28,40,187
959,465,66,47,TRUE,28,48,61,96,200,280
964,822,41,47,TRUE,38,42,4,36,35,333
967,965,43,31,FALSE,216,42,177,75,19,220
975,132,43,48,FALSE,306,16,161,18,179,3
977,665,77,49,TRUE,380,20,201,66,55,274
978,987,62,48,TRUE,491,22,7,52,114,303
979,522,71,47,TRUE,462,30,144,43,127,346
982,853,45,49,FALSE,285,4,315,40,104,295
986,248,52,39,TRUE,21,3,354,87,37,45
987,365,49,31,FALSE,303,49,227,27,110,88
990,112,49,35,TRUE,450,3,434,49,52,54
992,930,49,13,FALSE,24,50,462,19,146,246
997,510,43,37,FALSE,266,22,106,92,35,2
999,830,67,3,TRUE,216,34,381,56,32,295
