time_id	year	month	day	hour	minute	second	quarter	season	is_weekend
301	2070	7	30	2	8	20	Q2	Summer	true
302	1951	5	27	2	40	23	NULL	Fall	true
303	1975	11	21	14	58	41	Q3	Fall	true
304	1935	7	25	3	49	36	Q2	Winter	true
305	2038	1	24	9	57	5	Q4	Winter	true
306	1923	1	30	17	35	17	Q1	Summer	true
307	1962	11	20	18	2	39	Q4	NULL	false
308	2065	4	2	6	33	10	NULL	Summer	true
309	1936	5	7	20	41	36	Q2	Spring	
310	1935	11	28	15	10	4	NULL	Summer	
311	2063	8	13	2	50	26	NULL	NULL	true
312	2066	8	27	4	4	53	NULL	Summer	true
313	1967	8	16	13	44	16	Q1	Summer	
314	2053	1	15	0	51	31	Q3	Fall	false
315	2073	8	3	2	30	25	NULL	NULL	false
316	2052	12	19	21	13	45	Q2	Spring	true
317	2077	2	11	19	45	35	Q1	Fall	true
318	1900	5	5	8	42	9	Q2	Fall	
319	2031	12	25	4	10	35	Q3	Summer	false
320	2036	10	7	11	57	13	Q4	Spring	
321	2086	9	4	21	57	25	Q3	Fall	true
322	1954	8	2	9	55	50	Q1	Spring	true
323	2005	7	31	22	19	32	Q4	NULL	false
324	1960	6	9	2	9	4	Q1	Winter	true
325	2021	5	19	14	4	43	NULL	Winter	false
326	1934	3	15	4	25	51	Q4	Winter	true
327	2054	11	11	11	19	25	NULL	Winter	true
328	1919	9	3	19	43	5	Q1	NULL	false
329	2062	11	1	7	33	14	Q1	Winter	false
330	2054	1	12	20	34	24	Q1	Fall	
331	2072	4	5	14	33	20	Q4	Spring	false
332	1959	11	1	4	28	11	Q1	Winter	true
333	1994	3	11	15	32	46	Q3	NULL	true
334	2029	8	20	6	27	25	Q3	Summer	true
335	2073	12	1	1	16	35	Q3	Spring	true
336	2058	8	5	23	53	19	Q4	Winter	false
337	1989	1	18	0	43	58	Q2	NULL	false
338	1976	12	10	19	51	41	NULL	Summer	true
339	2089	2	5	17	59	49	Q3	Summer	true
340	2027	3	17	8	47	30	Q1	NULL	
341	2072	2	18	7	35	17	Q3	Spring	false
342	2017	5	2	16	49	5	Q4	Spring	true
343	2043	8	21	17	51	27	Q3	Spring	true
344	1973	4	11	4	20	6	Q2	NULL	false
345	1960	9	19	22	53	47	Q3	Summer	true
346	2036	9	29	2	9	49	Q2	Summer	true
347	2025	7	3	8	48	27	Q3	Summer	true
348	2093	3	15	15	50	27	Q4	Spring	true
349	1934	12	21	21	2	33	Q1	Winter	true
350	1917	11	23	3	59	19	NULL	NULL	false
351	1954	11	14	3	49	22	Q2	Winter	false
352	2100	2	8	3	0	47	Q3	Spring	false
353	2061	12	31	8	28	45	NULL	Summer	false
354	1967	2	12	2	46	58	NULL	Winter	false
355	1914	2	3	8	14	51	Q1	Summer	true
356	2088	11	24	18	34	8	Q3	Winter	true
357	1908	6	18	14	23	56	NULL	Summer	true
358	1956	4	5	19	13	22	Q2	Spring	false
359	2055	2	27	17	1	52	Q1	NULL	true
360	1922	4	4	10	20	23	Q4	Winter	false
361	2045	3	25	14	5	25	Q2	Spring	true
362	2048	12	19	14	45	41	Q2	Spring	false
363	1937	12	17	6	11	39	NULL	Spring	false
364	1971	12	16	22	18	41	Q2	Summer	false
365	2052	4	16	6	12	21	Q1	NULL	
366	2098	5	27	7	12	43	NULL	Fall	
367	2005	2	8	18	24	46	Q1	Fall	
368	1918	6	23	12	3	45	Q2	Summer	false
369	2040	7	21	3	44	52	NULL	Fall	true
370	2069	12	6	10	39	28	Q1	Summer	true
371	2010	8	11	6	9	17	Q2	NULL	false
372	2061	5	7	4	34	23	Q1	Winter	false
373	2025	9	18	9	49	2	Q2	Spring	true
374	1965	7	16	18	6	43	NULL	Fall	
375	1928	1	9	13	39	26	NULL	Summer	false
376	2020	9	23	1	8	44	Q4	NULL	false
377	2059	2	12	8	14	19	Q3	Winter	false
378	2086	4	5	19	41	40	NULL	Spring	true
379	1915	5	21	7	18	15	Q2	Spring	true
380	2092	3	11	5	59	57	Q1	Summer	true
381	1979	8	3	11	44	38	Q3	NULL	
382	2051	10	21	21	49	35	Q4	Fall	true
383	2074	8	31	3	24	33	NULL	Summer	true
384	1954	1	11	7	32	25	Q4	Spring	false
385	2059	4	19	13	1	43	Q3	Fall	false
386	1918	1	13	3	31	54	NULL	Summer	false
387	2035	12	12	19	54	59	Q2	NULL	false
388	2100	8	16	17	57	48	Q2	Winter	true
389	1988	5	27	8	56	25	NULL	Spring	true
390	2004	9	2	5	20	53	Q4	Fall	
391	1923	1	4	17	28	19	Q2	Winter	true
392	2089	5	4	20	59	46	NULL	NULL	false
393	2073	11	3	0	45	10	Q2	Summer	true
394	2025	3	1	13	15	33	Q3	Spring	true
395	2084	6	26	11	22	1	Q4	NULL	true
396	2034	5	29	15	44	26	Q3	NULL	
397	2028	10	11	8	40	2	Q3	NULL	false
398	1971	9	20	5	29	49	Q1	Winter	false
399	2019	7	31	8	38	6	NULL	Fall	true
400	2028	2	16	15	9	17	Q1	NULL	true
401	2031	4	12	13	25	17	Q3	Spring	
402	1958	9	17	22	17	9	Q2	Fall	true
403	2009	10	4	0	36	9	Q4	Fall	true
404	2042	10	7	21	44	17	NULL	Fall	true
405	2070	5	27	18	24	9	Q1	Spring	
406	1911	1	27	8	47	5	Q1	Winter	true
407	1944	7	10	8	25	9	Q2	Winter	false
408	2032	12	26	13	19	53	Q4	Fall	
409	2052	2	7	16	43	26	Q1	Summer	false
410	1975	10	18	22	26	59	NULL	Spring	true
411	2032	3	21	13	47	43	NULL	Summer	false
412	2017	8	25	9	35	31	Q4	NULL	false
413	1945	5	13	23	39	42	Q3	Spring	true
414	1978	7	8	3	26	8	Q2	Winter	true
415	2071	2	20	11	25	27	Q2	Spring	
416	2021	1	29	3	1	49	NULL	Summer	true
417	1900	4	27	12	27	36	NULL	Winter	false
418	1965	1	8	20	58	7	Q4	NULL	false
419	1987	11	4	12	24	38	Q4	Spring	false
420	2088	8	8	16	41	36	Q1	Spring	
421	1912	4	17	0	39	35	Q3	Summer	true
422	2012	7	4	16	34	12	Q2	NULL	false
423	2024	8	21	4	12	28	Q2	Summer	false
424	1992	1	3	2	47	37	Q2	Summer	true
425	2053	3	7	20	30	59	Q1	Fall	true
426	1953	5	19	7	40	55	Q3	Fall	true
427	1946	4	24	1	45	5	Q4	Summer	true
428	1932	11	4	23	40	21	Q4	Summer	false
429	2042	7	30	1	19	42	Q2	NULL	
430	1986	12	2	8	42	2	Q4	Winter	true
431	2067	8	4	19	30	12	Q1	Summer	false
432	2056	6	11	18	11	14	NULL	Spring	false
433	2086	3	13	23	6	23	Q2	Summer	false
434	2069	4	17	15	30	50	Q4	Summer	false
435	1977	10	28	21	14	6	NULL	Spring	true
436	2064	12	2	18	43	38	NULL	Fall	true
437	1961	5	9	3	43	12	Q1	Spring	false
438	1927	2	16	6	33	49	Q4	Winter	
439	1958	1	28	21	25	13	NULL	Summer	false
440	2030	3	31	20	53	14	Q3	Spring	true
441	2055	3	12	6	13	51	Q3	NULL	true
442	1917	4	8	10	30	26	Q3	Spring	
443	1959	2	20	6	57	36	Q4	Spring	false
444	2070	1	2	20	42	50	Q4	NULL	false
445	2081	3	5	0	51	23	Q1	NULL	
446	1948	5	12	11	58	16	Q1	Fall	true
447	2099	9	9	2	27	48	Q2	NULL	
448	1996	6	16	12	54	22	NULL	Spring	
449	2065	6	25	17	19	5	Q2	Spring	
450	1999	1	25	12	27	10	Q3	Winter	true
451	2074	11	11	2	3	44	Q3	Fall	true
452	1972	11	1	21	7	21	Q3	Spring	true
453	1927	12	1	11	1	49	Q2	Fall	true
454	2021	7	20	12	33	44	Q1	Fall	false
455	1966	3	1	2	45	34	NULL	Spring	false
456	1931	10	31	21	29	14	Q4	Spring	true
457	1929	11	8	15	41	27	Q2	Winter	true
458	1922	5	12	0	17	27	Q2	Summer	true
459	1996	2	4	19	8	25	NULL	Summer	true
460	2089	1	12	10	27	40	Q4	NULL	false
461	1959	7	21	6	15	18	NULL	Winter	true
462	1912	6	2	8	46	40	Q3	Spring	true
463	2032	1	8	23	26	33	Q2	Spring	
464	2022	12	24	6	42	39	Q2	Summer	false
465	2077	2	25	19	39	31	Q3	Summer	
466	2036	11	30	23	35	52	Q3	Winter	false
467	2048	8	23	9	17	52	Q4	NULL	true
468	2006	6	11	7	14	42	Q3	NULL	false
469	2091	12	3	14	3	51	NULL	Summer	true
470	1976	5	7	14	1	10	Q3	Winter	false
471	2078	2	25	22	23	20	NULL	Fall	true
472	2084	1	15	8	36	38	NULL	Spring	false
473	2095	8	17	23	32	20	Q3	NULL	false
474	2079	7	26	2	37	52	Q1	NULL	false
475	2083	6	12	14	38	25	NULL	Spring	true
476	1948	2	21	11	9	51	Q2	Spring	false
477	1908	6	6	21	7	45	NULL	Spring	true
478	1982	5	14	20	44	25	Q4	Winter	true
479	2015	7	6	1	49	45	Q4	Spring	false
480	1980	5	7	23	58	5	Q4	Fall	false
481	2066	9	27	9	20	42	Q4	NULL	true
482	2006	1	20	22	57	51	Q4	Spring	
483	2043	6	31	0	27	43	Q1	Winter	true
484	2068	5	3	14	34	37	Q3	NULL	true
485	2046	10	31	20	40	13	Q4	Winter	false
486	2014	11	12	4	54	10	Q2	NULL	true
487	1979	11	15	2	13	58	Q3	Spring	false
488	2010	7	17	14	36	53	Q2	Summer	true
489	2020	1	8	6	0	43	Q4	Winter	false
490	2026	11	5	17	39	11	Q4	Winter	false
491	2063	5	30	5	56	37	Q4	Fall	false
492	2025	9	28	23	31	3	Q3	Spring	true
493	2053	8	31	15	34	25	Q1	Summer	false
494	2098	2	18	23	24	51	Q3	Winter	false
495	2007	6	26	7	24	13	NULL	NULL	false
496	2003	1	28	0	8	0	Q2	Winter	true
497	1998	10	19	23	8	44	NULL	Spring	false
498	2091	6	2	13	58	15	Q1	NULL	false
499	1903	10	11	4	40	4	Q3	Spring	true
500	1988	3	12	16	29	36	Q1	Summer	false
501	1960	1	14	12	28	22	Q1	Fall	false
502	1952	8	23	23	10	55	Q4	NULL	true
503	2086	9	18	1	50	35	NULL	Spring	false
504	1964	5	23	12	17	54	Q1	NULL	true
505	2013	10	24	12	12	13	NULL	NULL	true
506	1932	2	20	6	14	46	Q1	Winter	true
507	1940	4	16	9	10	19	NULL	Summer	true
508	2006	2	16	1	16	13	Q3	Fall	false
509	2053	1	27	2	29	10	Q1	Spring	false
510	1943	8	15	15	2	45	Q4	Spring	false
511	2000	6	13	21	53	51	NULL	NULL	true
512	1907	11	18	8	58	39	Q3	Spring	false
513	2049	4	19	20	47	17	Q2	Spring	
514	2028	3	19	16	29	6	NULL	Winter	false
515	2014	2	13	20	10	35	Q1	Fall	true
516	2073	1	4	5	36	47	Q1	NULL	false
517	1911	10	7	9	52	15	Q4	Fall	false
518	2060	5	1	16	21	24	Q2	NULL	true
519	2045	10	25	14	8	57	NULL	Summer	
520	1943	7	17	0	6	11	Q3	Winter	true
521	2014	7	15	8	12	22	Q3	Spring	false
522	1944	7	28	7	3	36	NULL	Winter	false
523	1998	12	25	0	41	14	Q2	Summer	
524	2033	10	12	15	41	20	Q1	Spring	true
525	2045	4	15	14	47	47	Q4	NULL	false
526	2014	4	31	19	6	30	Q3	Winter	false
527	2014	8	16	1	37	24	Q3	NULL	false
528	1961	8	3	14	35	54	Q3	NULL	false
529	2004	2	22	5	32	43	Q1	NULL	false
530	1926	5	3	1	49	18	Q1	Spring	false
531	2076	11	5	3	39	5	Q4	Winter	
532	1931	2	21	21	31	23	Q4	Spring	true
533	2061	5	2	18	48	20	Q4	Summer	false
534	1937	8	30	3	48	13	Q4	Spring	true
535	1905	10	31	11	12	51	Q1	Spring	false
536	2046	7	18	2	35	6	Q4	NULL	true
537	1937	7	12	19	55	10	Q3	NULL	false
538	1939	6	13	14	48	18	Q1	Summer	true
539	2044	2	19	9	55	1	Q3	Fall	
540	1959	4	22	17	55	2	Q3	Summer	true
541	2059	11	8	5	57	6	Q3	Fall	false
542	2019	7	4	13	59	2	NULL	Summer	false
543	2090	8	25	5	43	58	Q3	Winter	true
544	1906	1	22	2	51	4	Q1	NULL	true
545	2024	10	23	7	33	26	Q1	Spring	false
546	1983	5	4	9	17	11	Q1	Spring	
547	2003	3	10	4	47	12	NULL	Fall	
548	1908	6	27	12	24	44	Q3	NULL	true
549	2055	12	11	1	54	8	Q4	Winter	true
550	2073	6	17	7	48	47	NULL	NULL	false
551	1928	7	27	13	43	46	NULL	Summer	false
552	1944	6	20	12	9	50	Q2	Fall	true
553	2019	9	1	12	45	31	Q4	Fall	true
554	1982	5	14	0	18	42	Q4	Spring	false
555	1954	5	4	9	44	52	Q1	Spring	true
556	2078	3	1	10	59	15	NULL	Spring	false
557	2030	3	9	13	15	15	Q3	Winter	false
558	2086	5	19	7	16	59	Q1	Winter	false
559	2092	1	30	14	52	22	NULL	Summer	false
560	2063	2	4	18	7	5	Q4	Winter	false
